SenderID,ReceiverID,SenderDepartment,ReceiverDepartment,SenderLevel,ReceiverLevel,Channel,Timestamp,InteractionWeight
E0127,E0147,R&D,Marketing,Junior,Junior,Chat,2024-03-25 19:00:00,5
E0133,E0069,Marketing,R&D,Junior,Junior,Meeting,2024-03-12 08:00:00,3
E0172,E0081,HR,R&D,Junior,Junior,Chat,2024-04-28 07:00:00,3
E0163,E0139,R&D,IT,Junior,Junior,Meeting,2024-03-11 07:00:00,1
E0141,E0050,IT,HR,Junior,Junior,Chat,2024-04-11 04:00:00,6
E0030,E0128,Marketing,Sales,Junior,Junior,Email,2024-04-13 05:00:00,6
E0166,E0025,Operations,Marketing,Junior,Junior,Email,2024-03-17 22:00:00,8
E0193,E0077,Sales,HR,Junior,Junior,Email,2024-03-28 19:00:00,2
E0169,E0135,Operations,Sales,Junior,Junior,Email,2024-04-03 08:00:00,1
E0079,E0129,Operations,IT,Junior,Junior,Email,2024-03-20 15:00:00,1
E0031,E0007,IT,Finance,Junior,Director,Meeting,2024-04-07 16:00:00,5
E0123,E0139,HR,IT,Junior,Junior,Meeting,2024-03-01 21:00:00,3
E0055,E0196,R&D,IT,Junior,Junior,Chat,2024-04-25 02:00:00,2
E0003,E0002,HR,HR,VP,VP,Meeting,2024-03-22 04:00:00,2
E0200,E0103,Sales,HR,Junior,Junior,Email,2024-04-28 14:00:00,3
E0079,E0012,Operations,Operations,Junior,Manager,Meeting,2024-04-14 19:00:00,2
E0046,E0154,Finance,IT,Junior,Junior,Email,2024-04-05 07:00:00,4
E0037,E0031,R&D,IT,Junior,Junior,Email,2024-04-15 12:00:00,1
E0154,E0155,IT,Sales,Junior,Junior,Email,2024-03-14 21:00:00,2
E0110,E0130,Finance,Sales,Junior,Junior,Chat,2024-04-10 23:00:00,1
E0091,E0001,Operations,Operations,Junior,C-Suite,Email,2024-04-01 14:00:00,2
E0023,E0068,Marketing,Sales,Junior,Junior,Email,2024-03-14 02:00:00,2
E0133,E0063,Marketing,Marketing,Junior,Junior,Meeting,2024-04-02 22:00:00,5
E0137,E0179,Operations,Marketing,Junior,Junior,Chat,2024-03-26 09:00:00,1
E0143,E0064,Sales,HR,Junior,Junior,Email,2024-04-29 14:00:00,1
E0183,E0105,Operations,Operations,Junior,Junior,Meeting,2024-03-24 01:00:00,2
E0082,E0196,Sales,IT,Junior,Junior,Email,2024-03-22 19:00:00,1
E0108,E0035,Operations,Sales,Junior,Junior,Meeting,2024-04-02 09:00:00,5
E0129,E0180,IT,R&D,Junior,Junior,Chat,2024-03-06 23:00:00,2
E0029,E0138,Operations,IT,Junior,Junior,Meeting,2024-03-31 22:00:00,1
E0086,E0129,R&D,IT,Junior,Junior,Email,2024-03-09 15:00:00,3
E0184,E0080,HR,Finance,Junior,Junior,Meeting,2024-04-11 13:00:00,1
E0132,E0065,Finance,IT,Junior,Junior,Chat,2024-04-02 05:00:00,2
E0055,E0130,R&D,Sales,Junior,Junior,Chat,2024-03-09 11:00:00,5
E0026,E0171,Finance,Marketing,Junior,Junior,Email,2024-04-23 13:00:00,3
E0075,E0014,Finance,HR,Junior,Manager,Email,2024-04-23 01:00:00,2
E0116,E0150,Marketing,Operations,Junior,Junior,Chat,2024-03-13 16:00:00,4
E0079,E0074,Operations,Marketing,Junior,Junior,Chat,2024-04-10 12:00:00,2
E0163,E0140,R&D,Operations,Junior,Junior,Chat,2024-03-27 23:00:00,2
E0174,E0024,IT,HR,Junior,Junior,Meeting,2024-03-29 08:00:00,0
E0189,E0063,R&D,Marketing,Junior,Junior,Chat,2024-04-11 18:00:00,0
E0092,E0054,R&D,Sales,Junior,Junior,Meeting,2024-04-29 06:00:00,5
E0100,E0167,Operations,Finance,Junior,Junior,Meeting,2024-04-19 18:00:00,4
E0059,E0045,R&D,Sales,Junior,Junior,Meeting,2024-04-06 17:00:00,6
E0189,E0175,R&D,Marketing,Junior,Junior,Meeting,2024-04-20 02:00:00,2
E0190,E0163,Operations,R&D,Junior,Junior,Meeting,2024-04-02 13:00:00,0
E0086,E0200,R&D,Sales,Junior,Junior,Meeting,2024-04-09 10:00:00,2
E0015,E0066,Marketing,HR,Manager,Junior,Chat,2024-04-08 22:00:00,0
E0115,E0167,Operations,Finance,Junior,Junior,Email,2024-03-10 13:00:00,3
E0027,E0033,Operations,IT,Junior,Junior,Chat,2024-03-19 06:00:00,2
E0048,E0032,R&D,Finance,Junior,Junior,Meeting,2024-03-15 18:00:00,5
E0020,E0019,Finance,HR,Manager,Manager,Email,2024-03-09 03:00:00,0
E0176,E0043,IT,IT,Junior,Junior,Meeting,2024-04-07 22:00:00,1
E0082,E0050,Sales,HR,Junior,Junior,Meeting,2024-04-21 20:00:00,2
E0175,E0191,Marketing,Sales,Junior,Junior,Email,2024-03-22 19:00:00,1
E0113,E0196,Sales,IT,Junior,Junior,Chat,2024-03-15 08:00:00,2
E0117,E0028,Finance,Operations,Junior,Junior,Meeting,2024-03-05 05:00:00,1
E0026,E0116,Finance,Marketing,Junior,Junior,Chat,2024-04-17 22:00:00,3
E0180,E0048,R&D,R&D,Junior,Junior,Email,2024-03-09 06:00:00,2
E0162,E0147,HR,Marketing,Junior,Junior,Meeting,2024-04-15 09:00:00,1
E0122,E0001,R&D,Operations,Junior,C-Suite,Chat,2024-03-12 20:00:00,2
E0049,E0125,Sales,R&D,Junior,Junior,Chat,2024-04-15 14:00:00,0
E0189,E0181,R&D,HR,Junior,Junior,Meeting,2024-04-01 02:00:00,0
E0127,E0059,R&D,R&D,Junior,Junior,Meeting,2024-04-03 04:00:00,3
E0172,E0168,HR,R&D,Junior,Junior,Email,2024-03-14 14:00:00,5
E0013,E0015,Marketing,Marketing,Manager,Manager,Email,2024-03-22 21:00:00,5
E0007,E0006,Finance,Finance,Director,Director,Email,2024-03-25 16:00:00,2
E0058,E0065,Sales,IT,Junior,Junior,Meeting,2024-03-05 23:00:00,3
E0152,E0006,IT,Finance,Junior,Director,Meeting,2024-03-17 18:00:00,4
E0177,E0068,Marketing,Sales,Junior,Junior,Chat,2024-03-20 14:00:00,3
E0052,E0128,IT,Sales,Junior,Junior,Meeting,2024-04-08 17:00:00,2
E0109,E0176,Finance,IT,Junior,Junior,Chat,2024-03-26 00:00:00,4
E0028,E0049,Operations,Sales,Junior,Junior,Chat,2024-04-02 13:00:00,4
E0089,E0035,Sales,Sales,Junior,Junior,Meeting,2024-03-18 18:00:00,3
E0088,E0193,IT,Sales,Junior,Junior,Chat,2024-03-13 21:00:00,5
E0165,E0178,Finance,Sales,Junior,Junior,Email,2024-04-24 19:00:00,0
E0106,E0152,Finance,IT,Junior,Junior,Chat,2024-03-10 06:00:00,4
E0189,E0137,R&D,Operations,Junior,Junior,Email,2024-03-04 17:00:00,3
E0150,E0126,Operations,HR,Junior,Junior,Email,2024-03-27 02:00:00,3
E0186,E0053,Marketing,HR,Junior,Junior,Email,2024-03-01 03:00:00,4
E0037,E0093,R&D,Sales,Junior,Junior,Chat,2024-04-27 10:00:00,0
E0181,E0024,HR,HR,Junior,Junior,Meeting,2024-04-02 13:00:00,7
E0106,E0189,Finance,R&D,Junior,Junior,Chat,2024-04-01 21:00:00,3
E0181,E0166,HR,Operations,Junior,Junior,Chat,2024-03-21 10:00:00,0
E0113,E0004,Sales,Operations,Junior,Director,Chat,2024-04-26 15:00:00,5
E0096,E0104,Sales,Marketing,Junior,Junior,Email,2024-03-17 15:00:00,4
E0122,E0171,R&D,Marketing,Junior,Junior,Email,2024-03-01 01:00:00,5
E0066,E0050,HR,HR,Junior,Junior,Chat,2024-03-22 16:00:00,6
E0082,E0003,Sales,HR,Junior,VP,Chat,2024-04-21 16:00:00,1
E0117,E0063,Finance,Marketing,Junior,Junior,Chat,2024-04-13 01:00:00,2
E0180,E0119,R&D,Sales,Junior,Junior,Chat,2024-03-25 11:00:00,4
E0077,E0059,HR,R&D,Junior,Junior,Email,2024-03-10 05:00:00,2
E0120,E0088,R&D,IT,Junior,Junior,Chat,2024-03-17 02:00:00,2
E0063,E0174,Marketing,IT,Junior,Junior,Meeting,2024-04-09 15:00:00,3
E0053,E0148,HR,Marketing,Junior,Junior,Email,2024-03-10 06:00:00,1
E0055,E0166,R&D,Operations,Junior,Junior,Chat,2024-04-28 17:00:00,2
E0112,E0186,IT,Marketing,Junior,Junior,Email,2024-04-02 07:00:00,4
E0149,E0200,Sales,Sales,Junior,Junior,Chat,2024-04-25 01:00:00,2
E0065,E0106,IT,Finance,Junior,Junior,Chat,2024-03-02 07:00:00,1
E0193,E0147,Sales,Marketing,Junior,Junior,Email,2024-04-26 19:00:00,3
E0064,E0047,HR,Finance,Junior,Junior,Chat,2024-03-10 06:00:00,1
E0151,E0078,Marketing,HR,Junior,Junior,Chat,2024-03-04 05:00:00,1
E0053,E0171,HR,Marketing,Junior,Junior,Meeting,2024-03-22 23:00:00,4
E0181,E0186,HR,Marketing,Junior,Junior,Meeting,2024-04-17 17:00:00,4
E0176,E0143,IT,Sales,Junior,Junior,Meeting,2024-04-19 08:00:00,6
E0108,E0198,Operations,Operations,Junior,Junior,Email,2024-03-18 21:00:00,5
E0097,E0084,Finance,R&D,Junior,Junior,Meeting,2024-04-19 13:00:00,2
E0182,E0126,Operations,HR,Junior,Junior,Meeting,2024-03-31 19:00:00,2
E0128,E0127,Sales,R&D,Junior,Junior,Meeting,2024-04-26 15:00:00,2
E0085,E0043,Finance,IT,Junior,Junior,Chat,2024-03-22 04:00:00,2
E0095,E0110,Sales,Finance,Junior,Junior,Email,2024-03-14 11:00:00,0
E0016,E0019,IT,HR,Manager,Manager,Meeting,2024-03-01 09:00:00,2
E0184,E0157,HR,Finance,Junior,Junior,Email,2024-03-30 06:00:00,5
E0020,E0019,Finance,HR,Manager,Manager,Meeting,2024-04-01 09:00:00,2
E0113,E0056,Sales,Sales,Junior,Junior,Email,2024-04-06 10:00:00,4
E0087,E0018,HR,HR,Junior,Manager,Meeting,2024-03-15 18:00:00,2
E0120,E0155,R&D,Sales,Junior,Junior,Email,2024-04-26 10:00:00,0
E0156,E0059,Finance,R&D,Junior,Junior,Meeting,2024-04-18 17:00:00,5
E0179,E0128,Marketing,Sales,Junior,Junior,Meeting,2024-03-28 00:00:00,5
E0197,E0146,HR,Operations,Junior,Junior,Meeting,2024-03-17 08:00:00,4
E0048,E0122,R&D,R&D,Junior,Junior,Email,2024-04-21 07:00:00,7
E0024,E0129,HR,IT,Junior,Junior,Chat,2024-04-28 16:00:00,5
E0019,E0096,HR,Sales,Manager,Junior,Chat,2024-04-03 08:00:00,3
E0179,E0034,Marketing,Marketing,Junior,Junior,Email,2024-03-30 06:00:00,2
E0125,E0131,R&D,HR,Junior,Junior,Email,2024-03-03 07:00:00,3
E0192,E0017,HR,HR,Junior,Manager,Meeting,2024-03-29 21:00:00,3
E0048,E0047,R&D,Finance,Junior,Junior,Chat,2024-04-04 13:00:00,2
E0143,E0101,Sales,Operations,Junior,Junior,Meeting,2024-03-24 03:00:00,4
E0155,E0046,Sales,Finance,Junior,Junior,Email,2024-04-02 13:00:00,2
E0128,E0009,Sales,Operations,Junior,Manager,Meeting,2024-04-03 23:00:00,2
E0167,E0165,Finance,Finance,Junior,Junior,Email,2024-04-02 16:00:00,4
E0030,E0178,Marketing,Sales,Junior,Junior,Email,2024-04-23 19:00:00,2
E0045,E0042,Sales,Operations,Junior,Junior,Meeting,2024-04-03 12:00:00,5
E0091,E0164,Operations,HR,Junior,Junior,Chat,2024-03-07 18:00:00,4
E0075,E0070,Finance,Operations,Junior,Junior,Email,2024-04-11 07:00:00,5
E0135,E0155,Sales,Sales,Junior,Junior,Chat,2024-03-02 23:00:00,3
E0115,E0049,Operations,Sales,Junior,Junior,Meeting,2024-04-05 12:00:00,1
E0181,E0128,HR,Sales,Junior,Junior,Chat,2024-03-11 14:00:00,4
E0106,E0057,Finance,Marketing,Junior,Junior,Chat,2024-03-19 16:00:00,3
E0074,E0155,Marketing,Sales,Junior,Junior,Chat,2024-03-13 22:00:00,1
E0009,E0015,Operations,Marketing,Manager,Manager,Email,2024-04-23 18:00:00,1
E0104,E0171,Marketing,Marketing,Junior,Junior,Meeting,2024-04-28 21:00:00,5
E0075,E0047,Finance,Finance,Junior,Junior,Email,2024-04-21 16:00:00,3
E0176,E0165,IT,Finance,Junior,Junior,Email,2024-03-30 17:00:00,3
E0192,E0124,HR,Finance,Junior,Junior,Chat,2024-04-19 04:00:00,2
E0102,E0061,Operations,Operations,Junior,Junior,Chat,2024-04-22 10:00:00,1
E0054,E0092,Sales,R&D,Junior,Junior,Chat,2024-04-09 17:00:00,3
E0002,E0003,HR,HR,VP,VP,Chat,2024-04-29 04:00:00,4
E0040,E0155,R&D,Sales,Junior,Junior,Chat,2024-04-16 04:00:00,3
E0173,E0161,IT,R&D,Junior,Junior,Chat,2024-03-08 14:00:00,3
E0018,E0111,HR,IT,Manager,Junior,Email,2024-03-10 05:00:00,6
E0018,E0008,HR,Finance,Manager,Manager,Email,2024-04-15 13:00:00,8
E0183,E0001,Operations,Operations,Junior,C-Suite,Chat,2024-04-25 22:00:00,2
E0087,E0124,HR,Finance,Junior,Junior,Meeting,2024-03-29 01:00:00,4
E0060,E0072,HR,R&D,Junior,Junior,Meeting,2024-03-18 14:00:00,0
E0044,E0133,Sales,Marketing,Junior,Junior,Meeting,2024-03-21 22:00:00,2
E0039,E0076,R&D,Operations,Junior,Junior,Meeting,2024-04-20 14:00:00,1
E0011,E0109,Operations,Finance,Manager,Junior,Chat,2024-03-13 18:00:00,3
E0028,E0063,Operations,Marketing,Junior,Junior,Meeting,2024-04-04 19:00:00,4
E0148,E0136,Marketing,Finance,Junior,Junior,Chat,2024-04-17 06:00:00,1
E0032,E0049,Finance,Sales,Junior,Junior,Email,2024-03-23 18:00:00,2
E0183,E0072,Operations,R&D,Junior,Junior,Chat,2024-04-08 01:00:00,4
E0148,E0093,Marketing,Sales,Junior,Junior,Chat,2024-03-24 16:00:00,3
E0071,E0160,Marketing,HR,Junior,Junior,Meeting,2024-04-10 12:00:00,4
E0115,E0057,Operations,Marketing,Junior,Junior,Meeting,2024-03-14 16:00:00,6
E0163,E0008,R&D,Finance,Junior,Manager,Meeting,2024-03-29 13:00:00,4
E0170,E0151,IT,Marketing,Junior,Junior,Email,2024-04-25 04:00:00,4
E0184,E0038,HR,HR,Junior,Junior,Meeting,2024-03-31 12:00:00,0
E0193,E0059,Sales,R&D,Junior,Junior,Email,2024-04-07 12:00:00,2
E0079,E0114,Operations,Operations,Junior,Junior,Email,2024-03-08 20:00:00,7
E0033,E0190,IT,Operations,Junior,Junior,Meeting,2024-03-02 20:00:00,3
E0029,E0037,Operations,R&D,Junior,Junior,Meeting,2024-03-06 17:00:00,1
E0063,E0189,Marketing,R&D,Junior,Junior,Meeting,2024-03-07 04:00:00,4
E0160,E0144,HR,Finance,Junior,Junior,Meeting,2024-04-20 17:00:00,2
E0023,E0084,Marketing,R&D,Junior,Junior,Chat,2024-04-24 20:00:00,3
E0181,E0061,HR,Operations,Junior,Junior,Email,2024-04-02 04:00:00,1
E0062,E0113,IT,Sales,Junior,Junior,Email,2024-04-11 15:00:00,2
E0177,E0120,Marketing,R&D,Junior,Junior,Chat,2024-03-25 22:00:00,1
E0005,E0022,Sales,Marketing,Director,Manager,Email,2024-04-25 03:00:00,3
E0035,E0154,Sales,IT,Junior,Junior,Meeting,2024-03-09 07:00:00,4
E0066,E0182,HR,Operations,Junior,Junior,Email,2024-04-07 17:00:00,3
E0166,E0017,Operations,HR,Junior,Manager,Meeting,2024-04-08 07:00:00,6
E0107,E0187,Marketing,R&D,Junior,Junior,Meeting,2024-04-02 21:00:00,2
E0117,E0134,Finance,Operations,Junior,Junior,Chat,2024-04-12 09:00:00,0
E0192,E0190,HR,Operations,Junior,Junior,Chat,2024-04-28 01:00:00,2
E0075,E0020,Finance,Finance,Junior,Manager,Chat,2024-03-03 13:00:00,3
E0155,E0046,Sales,Finance,Junior,Junior,Chat,2024-04-02 19:00:00,1
E0172,E0084,HR,R&D,Junior,Junior,Meeting,2024-04-20 23:00:00,3
E0200,E0099,Sales,Sales,Junior,Junior,Email,2024-03-22 11:00:00,1
E0079,E0183,Operations,Operations,Junior,Junior,Email,2024-04-21 15:00:00,2
E0151,E0131,Marketing,HR,Junior,Junior,Meeting,2024-03-07 05:00:00,1
E0136,E0004,Finance,Operations,Junior,Director,Meeting,2024-04-27 06:00:00,3
E0015,E0013,Marketing,Marketing,Manager,Manager,Chat,2024-04-10 01:00:00,6
E0070,E0097,Operations,Finance,Junior,Junior,Chat,2024-03-29 21:00:00,4
E0062,E0155,IT,Sales,Junior,Junior,Chat,2024-03-09 20:00:00,1
E0082,E0140,Sales,Operations,Junior,Junior,Chat,2024-04-09 19:00:00,7
E0124,E0029,Finance,Operations,Junior,Junior,Meeting,2024-03-15 16:00:00,2
E0172,E0041,HR,Finance,Junior,Junior,Chat,2024-03-17 01:00:00,4
E0116,E0062,Marketing,IT,Junior,Junior,Meeting,2024-04-04 06:00:00,4
E0116,E0016,Marketing,IT,Junior,Manager,Email,2024-03-20 02:00:00,4
E0190,E0130,Operations,Sales,Junior,Junior,Chat,2024-03-04 20:00:00,4
E0025,E0156,Marketing,Finance,Junior,Junior,Email,2024-04-18 04:00:00,3
E0061,E0017,Operations,HR,Junior,Manager,Meeting,2024-04-20 10:00:00,4
E0095,E0078,Sales,HR,Junior,Junior,Email,2024-03-26 17:00:00,2
E0137,E0131,Operations,HR,Junior,Junior,Email,2024-03-21 20:00:00,4
E0074,E0173,Marketing,IT,Junior,Junior,Meeting,2024-04-08 02:00:00,4
E0166,E0128,Operations,Sales,Junior,Junior,Meeting,2024-04-10 14:00:00,1
E0072,E0110,R&D,Finance,Junior,Junior,Chat,2024-04-09 14:00:00,4
E0134,E0079,Operations,Operations,Junior,Junior,Email,2024-03-15 20:00:00,4
E0077,E0180,HR,R&D,Junior,Junior,Meeting,2024-03-18 11:00:00,1
E0192,E0050,HR,HR,Junior,Junior,Chat,2024-03-17 13:00:00,5
E0092,E0042,R&D,Operations,Junior,Junior,Meeting,2024-04-21 09:00:00,2
E0148,E0042,Marketing,Operations,Junior,Junior,Email,2024-04-22 13:00:00,3
E0012,E0165,Operations,Finance,Manager,Junior,Chat,2024-04-22 00:00:00,3
E0097,E0049,Finance,Sales,Junior,Junior,Email,2024-03-09 19:00:00,5
E0137,E0114,Operations,Operations,Junior,Junior,Email,2024-04-18 15:00:00,5
E0193,E0135,Sales,Sales,Junior,Junior,Email,2024-04-25 03:00:00,2
E0153,E0097,Marketing,Finance,Junior,Junior,Chat,2024-03-24 14:00:00,3
E0195,E0035,Finance,Sales,Junior,Junior,Email,2024-04-08 22:00:00,4
E0032,E0128,Finance,Sales,Junior,Junior,Meeting,2024-03-29 07:00:00,1
E0103,E0062,HR,IT,Junior,Junior,Chat,2024-04-05 23:00:00,2
E0016,E0012,IT,Operations,Manager,Manager,Email,2024-04-06 02:00:00,2
E0050,E0014,HR,HR,Junior,Manager,Chat,2024-04-28 22:00:00,5
E0117,E0169,Finance,Operations,Junior,Junior,Meeting,2024-03-11 07:00:00,0
E0021,E0016,Finance,IT,Manager,Manager,Email,2024-03-25 23:00:00,2
E0030,E0029,Marketing,Operations,Junior,Junior,Meeting,2024-03-23 20:00:00,2
E0067,E0097,Marketing,Finance,Junior,Junior,Meeting,2024-03-16 18:00:00,4
E0199,E0149,Operations,Sales,Junior,Junior,Chat,2024-03-02 14:00:00,4
E0020,E0117,Finance,Finance,Manager,Junior,Chat,2024-04-20 12:00:00,5
E0176,E0158,IT,Marketing,Junior,Junior,Meeting,2024-03-17 12:00:00,2
E0081,E0025,R&D,Marketing,Junior,Junior,Email,2024-03-23 23:00:00,2
E0035,E0196,Sales,IT,Junior,Junior,Chat,2024-04-04 09:00:00,2
E0196,E0019,IT,HR,Junior,Manager,Meeting,2024-04-01 08:00:00,4
E0060,E0111,HR,IT,Junior,Junior,Meeting,2024-03-08 13:00:00,2
E0124,E0032,Finance,Finance,Junior,Junior,Email,2024-03-22 00:00:00,1
E0125,E0004,R&D,Operations,Junior,Director,Email,2024-03-05 16:00:00,3
E0003,E0006,HR,Finance,VP,Director,Meeting,2024-04-05 02:00:00,4
E0103,E0060,HR,HR,Junior,Junior,Chat,2024-04-27 03:00:00,6
E0093,E0079,Sales,Operations,Junior,Junior,Chat,2024-04-23 08:00:00,3
E0143,E0088,Sales,IT,Junior,Junior,Chat,2024-04-14 01:00:00,3
E0112,E0079,IT,Operations,Junior,Junior,Chat,2024-04-22 17:00:00,3
E0100,E0034,Operations,Marketing,Junior,Junior,Chat,2024-04-21 14:00:00,2
E0193,E0060,Sales,HR,Junior,Junior,Meeting,2024-03-09 18:00:00,4
E0041,E0040,Finance,R&D,Junior,Junior,Email,2024-04-04 12:00:00,4
E0132,E0161,Finance,R&D,Junior,Junior,Meeting,2024-03-16 06:00:00,4
E0025,E0068,Marketing,Sales,Junior,Junior,Email,2024-04-21 04:00:00,4
E0065,E0068,IT,Sales,Junior,Junior,Meeting,2024-03-23 23:00:00,1
E0010,E0022,HR,Marketing,Manager,Manager,Meeting,2024-04-22 05:00:00,1
E0181,E0156,HR,Finance,Junior,Junior,Email,2024-03-27 12:00:00,2
E0110,E0040,Finance,R&D,Junior,Junior,Email,2024-04-08 23:00:00,4
E0052,E0043,IT,IT,Junior,Junior,Chat,2024-03-27 13:00:00,3
E0064,E0144,HR,Finance,Junior,Junior,Email,2024-03-09 10:00:00,1
E0094,E0021,Finance,Finance,Junior,Manager,Email,2024-03-18 05:00:00,0
E0016,E0200,IT,Sales,Manager,Junior,Email,2024-03-09 04:00:00,3
E0090,E0017,IT,HR,Junior,Manager,Meeting,2024-03-15 08:00:00,3
E0125,E0183,R&D,Operations,Junior,Junior,Meeting,2024-03-03 02:00:00,0
E0107,E0126,Marketing,HR,Junior,Junior,Email,2024-04-16 14:00:00,5
E0083,E0051,HR,HR,Junior,Junior,Meeting,2024-03-15 13:00:00,2
E0101,E0020,Operations,Finance,Junior,Manager,Meeting,2024-04-17 00:00:00,2
E0088,E0024,IT,HR,Junior,Junior,Chat,2024-04-09 02:00:00,5
E0191,E0054,Sales,Sales,Junior,Junior,Meeting,2024-03-20 08:00:00,3
E0174,E0157,IT,Finance,Junior,Junior,Email,2024-03-18 09:00:00,4
E0029,E0092,Operations,R&D,Junior,Junior,Email,2024-03-14 07:00:00,4
E0178,E0053,Sales,HR,Junior,Junior,Chat,2024-03-05 14:00:00,4
E0085,E0016,Finance,IT,Junior,Manager,Chat,2024-04-28 11:00:00,4
E0110,E0177,Finance,Marketing,Junior,Junior,Chat,2024-03-09 12:00:00,2
E0036,E0056,R&D,Sales,Junior,Junior,Email,2024-04-05 12:00:00,4
E0122,E0033,R&D,IT,Junior,Junior,Email,2024-03-25 06:00:00,4
E0023,E0058,Marketing,Sales,Junior,Junior,Meeting,2024-04-20 11:00:00,1
E0059,E0062,R&D,IT,Junior,Junior,Meeting,2024-03-25 19:00:00,2
E0044,E0141,Sales,IT,Junior,Junior,Chat,2024-04-07 05:00:00,0
E0101,E0055,Operations,R&D,Junior,Junior,Chat,2024-04-13 14:00:00,1
E0003,E0002,HR,HR,VP,VP,Email,2024-03-20 19:00:00,4
E0148,E0066,Marketing,HR,Junior,Junior,Email,2024-04-29 17:00:00,4
E0093,E0092,Sales,R&D,Junior,Junior,Email,2024-04-17 10:00:00,2
E0185,E0195,Operations,Finance,Junior,Junior,Meeting,2024-04-16 06:00:00,2
E0186,E0082,Marketing,Sales,Junior,Junior,Chat,2024-04-19 09:00:00,0
E0172,E0193,HR,Sales,Junior,Junior,Chat,2024-04-26 17:00:00,5
E0086,E0181,R&D,HR,Junior,Junior,Email,2024-03-12 17:00:00,4
E0191,E0011,Sales,Operations,Junior,Manager,Email,2024-04-06 00:00:00,4
E0044,E0023,Sales,Marketing,Junior,Junior,Email,2024-03-15 02:00:00,4
E0093,E0056,Sales,Sales,Junior,Junior,Chat,2024-03-18 12:00:00,1
E0137,E0041,Operations,Finance,Junior,Junior,Meeting,2024-03-06 11:00:00,3
E0187,E0156,R&D,Finance,Junior,Junior,Chat,2024-04-07 06:00:00,6
E0078,E0135,HR,Sales,Junior,Junior,Email,2024-03-08 08:00:00,3
E0063,E0105,Marketing,Operations,Junior,Junior,Meeting,2024-03-30 16:00:00,2
E0088,E0120,IT,R&D,Junior,Junior,Meeting,2024-04-22 10:00:00,4
E0196,E0029,IT,Operations,Junior,Junior,Email,2024-04-25 22:00:00,1
E0115,E0011,Operations,Operations,Junior,Manager,Email,2024-04-07 10:00:00,3
E0088,E0139,IT,IT,Junior,Junior,Chat,2024-04-01 20:00:00,5
E0115,E0007,Operations,Finance,Junior,Director,Email,2024-04-02 06:00:00,4
E0143,E0148,Sales,Marketing,Junior,Junior,Meeting,2024-04-21 11:00:00,1
E0026,E0002,Finance,HR,Junior,VP,Email,2024-03-07 23:00:00,3
E0102,E0158,Operations,Marketing,Junior,Junior,Chat,2024-03-16 02:00:00,3
E0042,E0016,Operations,IT,Junior,Manager,Meeting,2024-03-06 10:00:00,6
E0118,E0052,Operations,IT,Junior,Junior,Email,2024-03-17 07:00:00,3
E0015,E0013,Marketing,Marketing,Manager,Manager,Email,2024-04-10 03:00:00,3
E0115,E0169,Operations,Operations,Junior,Junior,Email,2024-04-01 17:00:00,4
E0084,E0181,R&D,HR,Junior,Junior,Chat,2024-03-07 01:00:00,0
E0069,E0039,R&D,R&D,Junior,Junior,Chat,2024-04-10 16:00:00,2
E0029,E0176,Operations,IT,Junior,Junior,Chat,2024-03-09 10:00:00,4
E0193,E0123,Sales,HR,Junior,Junior,Email,2024-03-27 20:00:00,1
E0065,E0034,IT,Marketing,Junior,Junior,Email,2024-03-10 13:00:00,3
E0051,E0125,HR,R&D,Junior,Junior,Meeting,2024-03-13 07:00:00,4
E0164,E0038,HR,HR,Junior,Junior,Meeting,2024-03-05 11:00:00,4
E0040,E0014,R&D,HR,Junior,Manager,Email,2024-04-15 23:00:00,2
E0105,E0146,Operations,Operations,Junior,Junior,Chat,2024-03-03 01:00:00,2
E0063,E0054,Marketing,Sales,Junior,Junior,Email,2024-03-12 16:00:00,2
E0140,E0045,Operations,Sales,Junior,Junior,Chat,2024-04-11 22:00:00,4
E0101,E0146,Operations,Operations,Junior,Junior,Meeting,2024-03-02 21:00:00,1
E0199,E0175,Operations,Marketing,Junior,Junior,Email,2024-03-11 09:00:00,4
E0164,E0121,HR,R&D,Junior,Junior,Email,2024-03-19 04:00:00,3
E0111,E0123,IT,HR,Junior,Junior,Chat,2024-03-31 01:00:00,5
E0126,E0187,HR,R&D,Junior,Junior,Email,2024-03-17 10:00:00,3
E0104,E0190,Marketing,Operations,Junior,Junior,Meeting,2024-03-10 00:00:00,5
E0079,E0035,Operations,Sales,Junior,Junior,Chat,2024-03-28 07:00:00,2
E0080,E0112,Finance,IT,Junior,Junior,Meeting,2024-04-03 04:00:00,4
E0046,E0036,Finance,R&D,Junior,Junior,Email,2024-03-18 01:00:00,0
E0019,E0016,HR,IT,Manager,Manager,Email,2024-04-25 18:00:00,3
E0037,E0047,R&D,Finance,Junior,Junior,Meeting,2024-03-12 01:00:00,5
E0183,E0101,Operations,Operations,Junior,Junior,Email,2024-04-11 00:00:00,1
E0129,E0070,IT,Operations,Junior,Junior,Meeting,2024-04-17 19:00:00,1
E0065,E0121,IT,R&D,Junior,Junior,Email,2024-03-08 06:00:00,3
E0176,E0106,IT,Finance,Junior,Junior,Chat,2024-03-14 07:00:00,1
E0098,E0074,Operations,Marketing,Junior,Junior,Email,2024-03-15 20:00:00,2
E0199,E0157,Operations,Finance,Junior,Junior,Email,2024-04-03 12:00:00,5
